id,financial_year,admission_type,hb,age,sex,episodes,stays,total_lengthof_episode,total_lengthof_stay,average_lengthof_episode_rate,average_lengthof_stay_rate,patients,age_factor
16866,2012/13,Day case,S92000003,45-49 years,All Sexes,33260,32815,0,0,0,0,21919,45-49 years
16867,2012/13,Day case,S92000003,45-49 years,Female,20053,19850,0,0,0,0,12620,45-49 years
16868,2012/13,Day case,S92000003,45-49 years,Male,13205,12965,0,0,0,0,9299,45-49 years
16869,2012/13,Day case,S92000003,5-9 years,All Sexes,10713,10598,0,0,0,0,8474,5-9 years
16870,2012/13,Day case,S92000003,5-9 years,Female,4856,4813,0,0,0,0,3681,5-9 years
16871,2012/13,Day case,S92000003,5-9 years,Male,5857,5785,0,0,0,0,4793,5-9 years
16872,2012/13,Day case,S92000003,50-54 years,All Sexes,38403,37879,0,0,0,0,24282,50-54 years
16873,2012/13,Day case,S92000003,50-54 years,Female,22133,21894,0,0,0,0,13277,50-54 years
16874,2012/13,Day case,S92000003,50-54 years,Male,16270,15985,0,0,0,0,11005,50-54 years
16875,2012/13,Day case,S92000003,55-59 years,All Sexes,40697,40073,0,0,0,0,24706,55-59 years
16876,2012/13,Day case,S92000003,55-59 years,Female,21827,21538,0,0,0,0,12857,55-59 years
16877,2012/13,Day case,S92000003,55-59 years,Male,18870,18535,0,0,0,0,11849,55-59 years
16878,2012/13,Day case,S92000003,60-64 years,All Sexes,45641,44867,0,5,0,0,26399,60-64 years
16879,2012/13,Day case,S92000003,60-64 years,Female,23222,22931,0,0,0,0,12947,60-64 years
16880,2012/13,Day case,S92000003,60-64 years,Male,22419,21936,0,0,0,0,13452,60-64 years
16881,2012/13,Day case,S92000003,65-69 years,All Sexes,50078,49136,0,0,0,0,28270,65-69 years
16882,2012/13,Day case,S92000003,65-69 years,Female,24987,24558,0,0,0,0,13727,65-69 years
16883,2012/13,Day case,S92000003,65-69 years,Male,25091,24578,0,0,0,0,14543,65-69 years
16884,2012/13,Day case,S92000003,65 years and over,All Sexes,172821,168094,0,11,0,0,100868,NA
16885,2012/13,Day case,S92000003,65 years and over,Female,88788,86419,0,5,0,0,52020,NA
16886,2012/13,Day case,S92000003,65 years and over,Male,84033,81675,0,5,0,0,48848,NA
16887,2012/13,Day case,S92000003,70-74 years,All Sexes,44163,43100,0,5,0,0,25344,70-74 years
16888,2012/13,Day case,S92000003,70-74 years,Female,22192,21727,0,0,0,0,12750,70-74 years
16889,2012/13,Day case,S92000003,70-74 years,Male,21971,21373,0,0,0,0,12594,70-74 years
16890,2012/13,Day case,S92000003,75-79 years,All Sexes,38228,37224,0,5,0,0,22413,75-79 years
16891,2012/13,Day case,S92000003,75-79 years,Female,19643,19133,0,5,0,0,11637,75-79 years
16892,2012/13,Day case,S92000003,75-79 years,Male,18585,18091,0,0,0,0,10776,75-79 years
16893,2012/13,Day case,S92000003,75 years and over,All Sexes,78580,75858,0,5,0,0,47254,NA
16894,2012/13,Day case,S92000003,75 years and over,Female,41609,40134,0,5,0,0,25543,NA
16895,2012/13,Day case,S92000003,75 years and over,Male,36971,35724,0,5,0,0,21711,NA
16896,2012/13,Day case,S92000003,80-84 years,All Sexes,25089,24164,0,0,0,0,15279,80-84 years
16897,2012/13,Day case,S92000003,80-84 years,Female,13382,12910,0,0,0,0,8373,80-84 years
16898,2012/13,Day case,S92000003,80-84 years,Male,11707,11254,0,0,0,0,6906,80-84 years
16899,2012/13,Day case,S92000003,85-89 years,All Sexes,11661,11099,0,0,0,0,7302,85-89 years
16900,2012/13,Day case,S92000003,85-89 years,Female,6547,6208,0,0,0,0,4191,85-89 years
16901,2012/13,Day case,S92000003,85-89 years,Male,5114,4891,0,0,0,0,3111,85-89 years
16902,2012/13,Day case,S92000003,85 years and over,All Sexes,15263,14470,0,0,0,0,9562,NA
16903,2012/13,Day case,S92000003,85 years and over,Female,8584,8091,0,0,0,0,5533,NA
16904,2012/13,Day case,S92000003,85 years and over,Male,6679,6379,0,0,0,0,4029,NA
16905,2012/13,Day case,S92000003,90 years and over,All Sexes,3602,3371,0,0,0,0,2260,90 years and over
16906,2012/13,Day case,S92000003,90 years and over,Female,2037,1883,0,0,0,0,1342,90 years and over
16907,2012/13,Day case,S92000003,90 years and over,Male,1565,1488,0,0,0,0,918,90 years and over
16908,2012/13,Day case,S92000003,All Ages,All Sexes,460916,452272,0,21,0,0,296487,NA
16909,2012/13,Day case,S92000003,All Ages,Female,249916,245692,0,10,0,0,159597,NA
16910,2012/13,Day case,S92000003,All Ages,Male,210996,206576,0,15,0,0,136885,NA
18053,2012/13,Elective,S92000003,Under 18 years,All Sexes,15183,15335,25825,34170,1.7,2.23,11969,NA
18054,2012/13,Elective,S92000003,Under 18 years,Female,7075,7152,12025,16180,1.7,2.26,5592,NA
18055,2012/13,Elective,S92000003,Under 18 years,Male,8108,8183,13800,17990,1.7,2.2,6377,NA
18056,2012/13,Elective,S92000003,0-4 years,All Sexes,6103,6141,9640,13300,1.58,2.17,4668,0-4 years
18057,2012/13,Elective,S92000003,0-4 years,Female,2455,2469,3950,5385,1.61,2.18,1893,0-4 years
18058,2012/13,Elective,S92000003,0-4 years,Male,3648,3672,5687,7915,1.56,2.16,2775,0-4 years
18059,2012/13,Elective,S92000003,10-14 years,All Sexes,3166,3208,6227,7955,1.97,2.48,2519,10-14 years
18060,2012/13,Elective,S92000003,10-14 years,Female,1618,1644,3085,4228,1.91,2.57,1287,10-14 years
18061,2012/13,Elective,S92000003,10-14 years,Male,1548,1564,3145,3725,2.03,2.38,1232,10-14 years
18062,2012/13,Elective,S92000003,15-19 years,All Sexes,3996,4034,6875,8820,1.72,2.19,3355,15-19 years
18063,2012/13,Elective,S92000003,15-19 years,Female,2349,2376,3760,4654,1.6,1.96,1977,15-19 years
18064,2012/13,Elective,S92000003,15-19 years,Male,1647,1658,3115,4165,1.89,2.51,1378,15-19 years
18065,2012/13,Elective,S92000003,20-24 years,All Sexes,4440,4483,7975,9550,1.8,2.13,3925,20-24 years
18066,2012/13,Elective,S92000003,20-24 years,Female,2525,2550,4234,4942,1.68,1.94,2247,20-24 years
18067,2012/13,Elective,S92000003,20-24 years,Male,1915,1935,3741,4610,1.95,2.38,1678,20-24 years
18068,2012/13,Elective,S92000003,25-29 years,All Sexes,4754,4782,8721,10490,1.83,2.19,4202,25-29 years
18069,2012/13,Elective,S92000003,25-29 years,Female,2806,2823,4786,5635,1.71,2,2504,25-29 years
18070,2012/13,Elective,S92000003,25-29 years,Male,1945,1960,3935,4855,2.02,2.48,1695,25-29 years
18071,2012/13,Elective,S92000003,30-34 years,All Sexes,5550,5574,11101,12755,2,2.29,4803,30-34 years
18072,2012/13,Elective,S92000003,30-34 years,Female,3407,3420,6082,6983,1.79,2.04,2967,30-34 years
18073,2012/13,Elective,S92000003,30-34 years,Male,2143,2155,5019,5770,2.34,2.68,1836,30-34 years
18074,2012/13,Elective,S92000003,35-39 years,All Sexes,6445,6480,13375,16175,2.08,2.5,5573,35-39 years
18075,2012/13,Elective,S92000003,35-39 years,Female,3989,4013,8350,9930,2.09,2.47,3476,35-39 years
18076,2012/13,Elective,S92000003,35-39 years,Male,2456,2467,5025,6245,2.05,2.53,2097,35-39 years
18077,2012/13,Elective,S92000003,40-44 years,All Sexes,9816,9831,23234,28170,2.37,2.87,8285,40-44 years
18078,2012/13,Elective,S92000003,40-44 years,Female,6275,6293,15240,17926,2.43,2.85,5388,40-44 years
18079,2012/13,Elective,S92000003,40-44 years,Male,3541,3538,7994,10245,2.26,2.9,2897,40-44 years
18080,2012/13,Elective,S92000003,45-49 years,All Sexes,12604,12633,32100,38900,2.55,3.08,10404,45-49 years
18081,2012/13,Elective,S92000003,45-49 years,Female,7951,7970,19987,23215,2.51,2.91,6587,45-49 years
18082,2012/13,Elective,S92000003,45-49 years,Male,4653,4663,12110,15685,2.6,3.36,3817,45-49 years
18083,2012/13,Elective,S92000003,5-9 years,All Sexes,3485,3534,5760,7320,1.65,2.07,2816,5-9 years
18084,2012/13,Elective,S92000003,5-9 years,Female,1565,1585,2560,3465,1.64,2.19,1268,5-9 years
18085,2012/13,Elective,S92000003,5-9 years,Male,1920,1950,3200,3855,1.67,1.98,1548,5-9 years
18086,2012/13,Elective,S92000003,50-54 years,All Sexes,14401,14441,40810,51105,2.83,3.54,11556,50-54 years
18087,2012/13,Elective,S92000003,50-54 years,Female,8404,8414,24275,29280,2.89,3.48,6875,50-54 years
18088,2012/13,Elective,S92000003,50-54 years,Male,5997,6027,16535,21825,2.76,3.62,4681,50-54 years
18089,2012/13,Elective,S92000003,55-59 years,All Sexes,16012,16001,47200,59795,2.95,3.74,12600,55-59 years
18090,2012/13,Elective,S92000003,55-59 years,Female,8529,8510,26420,31394,3.1,3.69,6902,55-59 years
18091,2012/13,Elective,S92000003,55-59 years,Male,7483,7490,20785,28405,2.78,3.79,5698,55-59 years
18092,2012/13,Elective,S92000003,60-64 years,All Sexes,18592,18614,57964,75630,3.12,4.06,14629,60-64 years
18093,2012/13,Elective,S92000003,60-64 years,Female,9357,9353,29095,35775,3.11,3.82,7532,60-64 years
18094,2012/13,Elective,S92000003,60-64 years,Male,9235,9260,28865,39850,3.13,4.3,7095,60-64 years
18095,2012/13,Elective,S92000003,65-69 years,All Sexes,20365,20355,67065,90300,3.29,4.44,15988,65-69 years
18096,2012/13,Elective,S92000003,65-69 years,Female,10020,10003,33918,43385,3.39,4.34,8094,65-69 years
18097,2012/13,Elective,S92000003,65-69 years,Male,10345,10352,33150,46920,3.2,4.53,7894,65-69 years
18098,2012/13,Elective,S92000003,65 years and over,All Sexes,70285,70084,263985,363763,3.76,5.19,56140,NA
18099,2012/13,Elective,S92000003,65 years and over,Female,35336,35170,142445,188545,4.03,5.36,28980,NA
18100,2012/13,Elective,S92000003,65 years and over,Male,34950,34910,121505,175185,3.48,5.02,27160,NA
18101,2012/13,Elective,S92000003,70-74 years,All Sexes,18411,18389,64215,88240,3.49,4.8,14431,70-74 years
18102,2012/13,Elective,S92000003,70-74 years,Female,9100,9060,33845,43667,3.72,4.82,7306,70-74 years
18103,2012/13,Elective,S92000003,70-74 years,Male,9311,9328,30340,44545,3.26,4.78,7125,70-74 years
18104,2012/13,Elective,S92000003,75-79 years,All Sexes,15629,15596,60025,85485,3.84,5.48,12622,75-79 years
18105,2012/13,Elective,S92000003,75-79 years,Female,7820,7782,32107,44120,4.11,5.67,6467,75-79 years
18106,2012/13,Elective,S92000003,75-79 years,Male,7809,7814,27920,41365,3.58,5.29,6155,75-79 years
18107,2012/13,Elective,S92000003,75 years and over,All Sexes,31509,31340,132700,185220,4.21,5.91,25721,NA
18108,2012/13,Elective,S92000003,75 years and over,Female,16217,16109,74685,101495,4.61,6.3,13580,NA
18109,2012/13,Elective,S92000003,75 years and over,Male,15292,15231,58020,83720,3.79,5.5,12141,NA
18110,2012/13,Elective,S92000003,80-84 years,All Sexes,10086,10036,44694,62110,4.43,6.19,8250,80-84 years
18111,2012/13,Elective,S92000003,80-84 years,Female,5161,5142,25787,34820,5,6.77,4361,80-84 years
18112,2012/13,Elective,S92000003,80-84 years,Male,4925,4894,18907,27288,3.84,5.58,3889,80-84 years
18113,2012/13,Elective,S92000003,85-89 years,All Sexes,4402,4360,20365,28655,4.63,6.57,3695,85-89 years
18114,2012/13,Elective,S92000003,85-89 years,Female,2415,2395,12020,16830,4.98,7.03,2074,85-89 years
18115,2012/13,Elective,S92000003,85-89 years,Male,1985,1965,8345,11825,4.2,6.02,1621,85-89 years
18116,2012/13,Elective,S92000003,85 years and over,All Sexes,5794,5708,27982,37625,4.83,6.59,4849,NA
18117,2012/13,Elective,S92000003,85 years and over,Female,3236,3185,16790,22555,5.19,7.08,2752,NA
18118,2012/13,Elective,S92000003,85 years and over,Male,2558,2523,11192,15070,4.38,5.97,2097,NA
18119,2012/13,Elective,S92000003,90 years and over,All Sexes,1392,1348,7615,8970,5.47,6.65,1154,90 years and over
18120,2012/13,Elective,S92000003,90 years and over,Female,820,790,4770,5725,5.82,7.25,678,90 years and over
18121,2012/13,Elective,S92000003,90 years and over,Male,570,555,2845,3245,4.99,5.85,476,90 years and over
18122,2012/13,Elective,S92000003,All Ages,All Sexes,179649,179840,534965,703731,2.98,3.91,145475,NA
18123,2012/13,Elective,S92000003,All Ages,Female,96565,96595,294265,371365,3.05,3.84,79883,NA
18124,2012/13,Elective,S92000003,All Ages,Male,83081,83242,240665,332330,2.9,3.99,65589,NA
19264,2012/13,Emergency,S92000003,Under 18 years,All Sexes,66564,65762,96984,123780,1.46,1.88,50716,NA
19265,2012/13,Emergency,S92000003,Under 18 years,Female,29925,29550,44825,55090,1.5,1.86,22650,NA
19266,2012/13,Emergency,S92000003,Under 18 years,Male,36639,36209,52157,68690,1.42,1.9,28066,NA
19267,2012/13,Emergency,S92000003,0-4 years,All Sexes,38178,37691,53452,69578,1.4,1.85,28307,0-4 years
19268,2012/13,Emergency,S92000003,0-4 years,Female,16414,16198,22777,28281,1.39,1.75,12304,0-4 years
19269,2012/13,Emergency,S92000003,0-4 years,Male,21764,21493,30675,41297,1.41,1.92,16003,0-4 years
19270,2012/13,Emergency,S92000003,10-14 years,All Sexes,9777,9658,15312,19310,1.57,2,7665,10-14 years
19271,2012/13,Emergency,S92000003,10-14 years,Female,4425,4360,7410,9401,1.67,2.16,3345,10-14 years
19272,2012/13,Emergency,S92000003,10-14 years,Male,5350,5295,7902,9909,1.48,1.87,4320,10-14 years
19273,2012/13,Emergency,S92000003,15-19 years,All Sexes,15516,15373,26171,36181,1.69,2.35,12073,15-19 years
19274,2012/13,Emergency,S92000003,15-19 years,Female,8786,8727,14894,19096,1.7,2.19,6590,15-19 years
19275,2012/13,Emergency,S92000003,15-19 years,Male,6730,6645,11275,17085,1.68,2.57,5480,15-19 years
19276,2012/13,Emergency,S92000003,20-24 years,All Sexes,20357,20192,33176,47586,1.63,2.36,15701,20-24 years
19277,2012/13,Emergency,S92000003,20-24 years,Female,11601,11527,19084,27233,1.65,2.36,8556,20-24 years
19278,2012/13,Emergency,S92000003,20-24 years,Male,8756,8665,14092,20353,1.61,2.35,7145,20-24 years
19279,2012/13,Emergency,S92000003,25-29 years,All Sexes,20078,19922,34898,49347,1.74,2.48,15086,25-29 years
19280,2012/13,Emergency,S92000003,25-29 years,Female,11367,11289,19558,27279,1.72,2.42,8264,25-29 years
19281,2012/13,Emergency,S92000003,25-29 years,Male,8711,8633,15340,22068,1.76,2.56,6822,25-29 years
19282,2012/13,Emergency,S92000003,30-34 years,All Sexes,20260,20074,37442,55380,1.85,2.76,15106,30-34 years
19283,2012/13,Emergency,S92000003,30-34 years,Female,11100,11005,19747,29522,1.78,2.68,8190,30-34 years
19284,2012/13,Emergency,S92000003,30-34 years,Male,9160,9069,17695,25858,1.93,2.85,6916,30-34 years
19285,2012/13,Emergency,S92000003,35-39 years,All Sexes,20351,20111,42813,67081,2.1,3.34,14905,35-39 years
19286,2012/13,Emergency,S92000003,35-39 years,Female,10709,10603,22321,35128,2.08,3.31,7811,35-39 years
19287,2012/13,Emergency,S92000003,35-39 years,Male,9642,9508,20492,31953,2.13,3.36,7094,35-39 years
19288,2012/13,Emergency,S92000003,40-44 years,All Sexes,26280,25930,56561,93837,2.15,3.62,18878,40-44 years
19289,2012/13,Emergency,S92000003,40-44 years,Female,12875,12718,29483,45662,2.29,3.59,9349,40-44 years
19290,2012/13,Emergency,S92000003,40-44 years,Male,13405,13212,27078,48175,2.02,3.65,9529,40-44 years
19291,2012/13,Emergency,S92000003,45-49 years,All Sexes,30849,30378,72876,125678,2.36,4.14,21758,45-49 years
19292,2012/13,Emergency,S92000003,45-49 years,Female,15268,15071,36792,62199,2.41,4.13,10801,45-49 years
19293,2012/13,Emergency,S92000003,45-49 years,Male,15581,15307,36084,63479,2.32,4.15,10957,45-49 years
19294,2012/13,Emergency,S92000003,5-9 years,All Sexes,10621,10505,14410,17053,1.36,1.62,8493,5-9 years
19295,2012/13,Emergency,S92000003,5-9 years,Female,4589,4532,6940,7770,1.51,1.71,3627,5-9 years
19296,2012/13,Emergency,S92000003,5-9 years,Male,6032,5973,7470,9285,1.24,1.55,4866,5-9 years
19297,2012/13,Emergency,S92000003,50-54 years,All Sexes,33366,32771,89400,162124,2.68,4.95,23243,50-54 years
19298,2012/13,Emergency,S92000003,50-54 years,Female,16149,15902,45170,77017,2.8,4.84,11366,50-54 years
19299,2012/13,Emergency,S92000003,50-54 years,Male,17217,16869,44230,85107,2.57,5.05,11877,50-54 years
19300,2012/13,Emergency,S92000003,55-59 years,All Sexes,32895,32270,98485,189400,2.99,5.87,22571,55-59 years
19301,2012/13,Emergency,S92000003,55-59 years,Female,15450,15185,49235,90510,3.19,5.96,10705,55-59 years
19302,2012/13,Emergency,S92000003,55-59 years,Male,17446,17082,49240,98882,2.82,5.79,11865,55-59 years
19303,2012/13,Emergency,S92000003,60-64 years,All Sexes,36455,35780,119848,244005,3.29,6.82,24781,60-64 years
19304,2012/13,Emergency,S92000003,60-64 years,Female,16623,16361,57440,112776,3.46,6.89,11434,60-64 years
19305,2012/13,Emergency,S92000003,60-64 years,Male,19832,19419,62410,131229,3.15,6.76,13347,60-64 years
19306,2012/13,Emergency,S92000003,65-69 years,All Sexes,41469,40525,151220,323275,3.65,7.98,27234,65-69 years
19307,2012/13,Emergency,S92000003,65-69 years,Female,19640,19275,72265,152320,3.68,7.9,13000,65-69 years
19308,2012/13,Emergency,S92000003,65-69 years,Male,21827,21248,78945,170950,3.62,8.05,14234,65-69 years
19309,2012/13,Emergency,S92000003,65 years and over,All Sexes,242053,237434,1051935,2845974,4.35,11.99,155547,NA
19310,2012/13,Emergency,S92000003,65 years and over,Female,133574,131353,613685,1685748,4.59,12.83,86794,NA
19311,2012/13,Emergency,S92000003,65 years and over,Male,108476,106078,438215,1160168,4.04,10.94,68750,NA
19312,2012/13,Emergency,S92000003,70-74 years,All Sexes,44866,43965,173750,409804,3.87,9.32,28847,70-74 years
19313,2012/13,Emergency,S92000003,70-74 years,Female,22205,21778,88435,206540,3.98,9.48,14424,70-74 years
19314,2012/13,Emergency,S92000003,70-74 years,Male,22661,22187,85310,203265,3.76,9.16,14423,70-74 years
19315,2012/13,Emergency,S92000003,75-79 years,All Sexes,49213,48301,205900,531876,4.18,11.01,31423,75-79 years
19316,2012/13,Emergency,S92000003,75-79 years,Female,25796,25403,113130,294203,4.39,11.58,16665,75-79 years
19317,2012/13,Emergency,S92000003,75-79 years,Male,23415,22895,92770,237665,3.96,10.38,14755,75-79 years
19318,2012/13,Emergency,S92000003,75 years and over,All Sexes,155718,152944,726965,2112895,4.67,13.81,99466,NA
19319,2012/13,Emergency,S92000003,75 years and over,Female,91728,90299,452980,1326891,4.94,14.69,59371,NA
19320,2012/13,Emergency,S92000003,75 years and over,Male,63988,62643,273960,785955,4.28,12.55,40093,NA
19321,2012/13,Emergency,S92000003,80-84 years,All Sexes,48517,47618,223320,646893,4.6,13.59,31156,80-84 years
19322,2012/13,Emergency,S92000003,80-84 years,Female,27846,27423,135775,395779,4.88,14.43,18219,80-84 years
19323,2012/13,Emergency,S92000003,80-84 years,Male,20670,20195,87520,251075,4.23,12.43,12935,80-84 years
19324,2012/13,Emergency,S92000003,85-89 years,All Sexes,35752,35110,180065,558134,5.04,15.9,22684,85-89 years
19325,2012/13,Emergency,S92000003,85-89 years,Female,22410,22080,118120,363964,5.27,16.48,14305,85-89 years
19326,2012/13,Emergency,S92000003,85-89 years,Male,13340,13030,61940,194170,4.64,14.9,8380,85-89 years
19327,2012/13,Emergency,S92000003,85 years and over,All Sexes,57988,57025,297745,934126,5.13,16.38,36887,NA
19328,2012/13,Emergency,S92000003,85 years and over,Female,38086,37473,204074,636909,5.36,17,24487,NA
19329,2012/13,Emergency,S92000003,85 years and over,Male,19902,19552,93671,297217,4.71,15.2,12400,NA
19330,2012/13,Emergency,S92000003,90 years and over,All Sexes,22236,21915,117680,375992,5.29,17.16,14203,90 years and over
19331,2012/13,Emergency,S92000003,90 years and over,Female,15675,15390,85955,272945,5.48,17.74,10180,90 years and over
19332,2012/13,Emergency,S92000003,90 years and over,Male,6560,6525,31730,103047,4.84,15.79,4020,90 years and over
19333,2012/13,Emergency,S92000003,All Ages,All Sexes,557036,548089,1746775,4022534,3.14,7.34,384114,NA
19334,2012/13,Emergency,S92000003,All Ages,Female,288928,284835,964530,2257622,3.34,7.93,199136,NA
19335,2012/13,Emergency,S92000003,All Ages,Male,268103,263249,782200,1764845,2.92,6.7,184973,NA
20469,2012/13,Transfer,S92000003,Under 18 years,All Sexes,8110,224,39680,4840,4.89,21.61,4516,NA
20470,2012/13,Transfer,S92000003,Under 18 years,Female,3720,104,16615,2655,4.47,25.53,2097,NA
20471,2012/13,Transfer,S92000003,Under 18 years,Male,4390,120,23065,2185,5.25,18.21,2419,NA
20472,2012/13,Transfer,S92000003,0-4 years,All Sexes,4052,151,24210,4515,5.97,29.9,1986,0-4 years
20473,2012/13,Transfer,S92000003,0-4 years,Female,1655,66,9325,2465,5.63,37.35,819,0-4 years
20474,2012/13,Transfer,S92000003,0-4 years,Male,2397,85,14886,2050,6.21,24.12,1167,0-4 years
20475,2012/13,Transfer,S92000003,10-14 years,All Sexes,1390,29,6155,195,4.43,6.72,864,10-14 years
20476,2012/13,Transfer,S92000003,10-14 years,Female,745,15,3410,146,4.58,9.73,442,10-14 years
20477,2012/13,Transfer,S92000003,10-14 years,Male,645,15,2745,50,4.26,3.33,422,10-14 years
20478,2012/13,Transfer,S92000003,15-19 years,All Sexes,3046,64,10460,215,3.43,3.36,1959,15-19 years
20479,2012/13,Transfer,S92000003,15-19 years,Female,1702,42,5150,124,3.03,2.95,1125,15-19 years
20480,2012/13,Transfer,S92000003,15-19 years,Male,1344,22,5310,95,3.95,4.32,834,15-19 years
20481,2012/13,Transfer,S92000003,20-24 years,All Sexes,3765,116,17087,1060,4.54,9.14,2433,20-24 years
20482,2012/13,Transfer,S92000003,20-24 years,Female,2045,70,9319,612,4.56,8.74,1343,20-24 years
20483,2012/13,Transfer,S92000003,20-24 years,Male,1720,45,7768,450,4.52,10,1090,20-24 years
20484,2012/13,Transfer,S92000003,25-29 years,All Sexes,4282,162,17213,625,4.02,3.86,2720,25-29 years
20485,2012/13,Transfer,S92000003,25-29 years,Female,2365,113,9008,265,3.81,2.35,1484,25-29 years
20486,2012/13,Transfer,S92000003,25-29 years,Male,1917,49,8205,360,4.28,7.35,1236,25-29 years
20487,2012/13,Transfer,S92000003,30-34 years,All Sexes,4787,154,20438,5580,4.27,36.23,2958,30-34 years
20488,2012/13,Transfer,S92000003,30-34 years,Female,2550,115,10924,5347,4.28,46.5,1561,30-34 years
20489,2012/13,Transfer,S92000003,30-34 years,Male,2237,40,9514,235,4.25,5.88,1397,30-34 years
20490,2012/13,Transfer,S92000003,35-39 years,All Sexes,5785,146,30645,2085,5.3,14.28,3389,35-39 years
20491,2012/13,Transfer,S92000003,35-39 years,Female,2973,94,15545,925,5.23,9.84,1740,35-39 years
20492,2012/13,Transfer,S92000003,35-39 years,Male,2812,52,15100,1160,5.37,22.31,1649,35-39 years
20493,2012/13,Transfer,S92000003,40-44 years,All Sexes,8687,164,45252,3315,5.21,20.21,4925,40-44 years
20494,2012/13,Transfer,S92000003,40-44 years,Female,4082,77,21212,1499,5.2,19.47,2334,40-44 years
20495,2012/13,Transfer,S92000003,40-44 years,Male,4605,87,24040,1815,5.22,20.86,2591,40-44 years
20496,2012/13,Transfer,S92000003,45-49 years,All Sexes,11692,195,66610,6620,5.7,33.95,6368,45-49 years
20497,2012/13,Transfer,S92000003,45-49 years,Female,5444,90,30849,2125,5.67,23.61,3015,45-49 years
20498,2012/13,Transfer,S92000003,45-49 years,Male,6248,105,35760,4495,5.72,42.81,3353,45-49 years
20499,2012/13,Transfer,S92000003,5-9 years,All Sexes,1084,12,3985,30,3.68,2.5,654,5-9 years
20500,2012/13,Transfer,S92000003,5-9 years,Female,435,5,1400,5,3.22,1,266,5-9 years
20501,2012/13,Transfer,S92000003,5-9 years,Male,650,10,2580,26,3.97,2.6,388,5-9 years
20502,2012/13,Transfer,S92000003,50-54 years,All Sexes,14781,236,88100,3940,5.96,16.69,7808,50-54 years
20503,2012/13,Transfer,S92000003,50-54 years,Female,6522,92,38850,1625,5.96,17.66,3568,50-54 years
20504,2012/13,Transfer,S92000003,50-54 years,Male,8259,144,49250,2313,5.96,16.06,4240,50-54 years
20505,2012/13,Transfer,S92000003,55-59 years,All Sexes,17213,273,110215,5470,6.4,20.04,8802,55-59 years
20506,2012/13,Transfer,S92000003,55-59 years,Female,7591,110,49576,1682,6.53,15.29,3954,55-59 years
20507,2012/13,Transfer,S92000003,55-59 years,Male,9622,165,60639,3790,6.3,22.97,4848,55-59 years
20508,2012/13,Transfer,S92000003,60-64 years,All Sexes,21774,282,147645,4625,6.78,16.4,10906,60-64 years
20509,2012/13,Transfer,S92000003,60-64 years,Female,9165,130,63716,2270,6.95,17.46,4707,60-64 years
20510,2012/13,Transfer,S92000003,60-64 years,Male,12605,150,83929,2355,6.66,15.7,6199,60-64 years
20511,2012/13,Transfer,S92000003,65-69 years,All Sexes,27535,343,202836,5630,7.37,16.41,13434,65-69 years
20512,2012/13,Transfer,S92000003,65-69 years,Female,12100,159,92738,2524,7.66,15.87,6011,65-69 years
20513,2012/13,Transfer,S92000003,65-69 years,Male,15435,184,110098,3105,7.13,16.88,7423,65-69 years
20514,2012/13,Transfer,S92000003,65 years and over,All Sexes,186575,2309,1952058,50044,10.46,21.67,89838,NA
20515,2012/13,Transfer,S92000003,65 years and over,Female,101432,1295,1150317,28435,11.34,21.96,49485,NA
20516,2012/13,Transfer,S92000003,65 years and over,Male,85140,1010,801717,21610,9.42,21.4,40351,NA
20517,2012/13,Transfer,S92000003,70-74 years,All Sexes,32508,367,266247,6535,8.19,17.81,15579,70-74 years
20518,2012/13,Transfer,S92000003,70-74 years,Female,15417,173,131152,2645,8.51,15.29,7446,70-74 years
20519,2012/13,Transfer,S92000003,70-74 years,Male,17091,194,135095,3890,7.9,20.05,8133,70-74 years
20520,2012/13,Transfer,S92000003,75-79 years,All Sexes,37968,451,361661,11315,9.53,25.09,18009,75-79 years
20521,2012/13,Transfer,S92000003,75-79 years,Female,19335,238,199265,6845,10.31,28.76,9260,75-79 years
20522,2012/13,Transfer,S92000003,75-79 years,Male,18630,213,162390,4470,8.72,20.99,8750,75-79 years
20523,2012/13,Transfer,S92000003,75 years and over,All Sexes,126532,1599,1482975,37880,11.72,23.69,60825,NA
20524,2012/13,Transfer,S92000003,75 years and over,Female,73915,965,926427,23270,12.53,24.11,36028,NA
20525,2012/13,Transfer,S92000003,75 years and over,Male,52614,634,556524,14610,10.58,23.04,24795,NA
20526,2012/13,Transfer,S92000003,80-84 years,All Sexes,39427,517,454413,10050,11.53,19.44,18866,80-84 years
20527,2012/13,Transfer,S92000003,80-84 years,Female,22435,298,275670,6020,12.29,20.2,10877,80-84 years
20528,2012/13,Transfer,S92000003,80-84 years,Male,16990,219,178725,4031,10.52,18.41,7990,80-84 years
20529,2012/13,Transfer,S92000003,85-89 years,All Sexes,30387,385,397299,10960,13.07,28.47,14602,85-89 years
20530,2012/13,Transfer,S92000003,85-89 years,Female,18920,250,256279,6090,13.55,24.36,9236,85-89 years
20531,2012/13,Transfer,S92000003,85-89 years,Male,11465,135,141020,4870,12.3,36.07,5366,85-89 years
20532,2012/13,Transfer,S92000003,85 years and over,All Sexes,49137,631,666901,16515,13.57,26.17,23950,NA
20533,2012/13,Transfer,S92000003,85 years and over,Female,32145,429,451492,10405,14.05,24.25,15891,NA
20534,2012/13,Transfer,S92000003,85 years and over,Male,16992,202,215409,6110,12.68,30.25,8059,NA
